Gene	Rho	P_val
HLA-B	3.642e-02	6.581e-01
HLA-C	1.517e-01	6.380e-02
HLA-DMA	2.735e-03	9.735e-01
HLA-DMB	4.271e-02	6.038e-01
HLA-DOA	-4.799e-02	5.598e-01
HLA-DOB	3.512e-02	6.696e-01
HLA-DPA1	-2.860e-03	9.723e-01
HLA-DPB1	-7.119e-02	3.867e-01
HLA-DQA1	-2.352e-02	7.751e-01
HLA-DQA2	-1.000e-01	2.234e-01
HLA-DQB1	-6.338e-02	4.410e-01
HLA-DQB2	-1.596e-01	5.114e-02
HLA-DRA	9.460e-04	9.908e-01
HLA-DRB1	4.095e-02	6.188e-01
HLA-DRB5	-6.899e-02	4.015e-01
HLA-E	9.204e-02	2.627e-01
HLA-F	2.303e-02	7.797e-01
HLA-G	-5.776e-02	4.826e-01
HNF1A	7.082e-02	3.891e-01
HNF1B	1.308e-01	1.107e-01
HOXB13	3.646e-02	6.578e-01
HRAS	-7.420e-02	3.669e-01
HSD3B1	-7.053e-02	3.911e-01
HSP90AA1	-1.644e-02	8.418e-01
HSPH1	-1.594e-01	5.143e-02
IDH1	-9.399e-02	2.526e-01
IDH2	-1.232e-01	1.332e-01
IDO1	-1.047e-01	2.023e-01
IFIT1	-2.079e-02	8.006e-01
IFIT2	-5.127e-02	5.332e-01
IFIT3	-1.126e-01	1.701e-01
IFNAR1	-1.196e-01	1.448e-01
IFNAR2	-3.129e-02	7.038e-01
IFNGR1	-6.671e-02	4.173e-01
IFNGR2	6.525e-02	4.276e-01
IFNL3	2.572e-02	7.547e-01
IGF1	1.996e-02	8.084e-01
IGF1R	-1.111e-01	1.758e-01
IGF2	-8.128e-02	3.228e-01
IKBKE	-2.474e-02	7.638e-01
IKZF1	1.709e-01	3.657e-02
IKZF3	8.031e-02	3.286e-01
IL10RA	-1.288e-01	1.161e-01
IL15	-7.148e-03	9.308e-01
IL2RA	-1.979e-02	8.100e-01
IL6R	-4.905e-02	5.511e-01
IL7R	-1.301e-01	1.126e-01
ING1	-1.825e-01	2.538e-02
INHBA	1.295e-01	1.142e-01
INPP4A	-5.981e-03	9.421e-01
INPP4B	-6.096e-02	4.587e-01
INPPL1	-1.095e-01	1.823e-01
INSR	6.459e-02	4.323e-01
IRF1	-1.791e-02	8.278e-01
IRF2	6.825e-02	4.066e-01
IRF4	-1.060e-01	1.965e-01
IRS1	1.153e-01	1.601e-01
IRS2	-4.404e-02	5.926e-01
ITPKB	8.805e-02	2.840e-01
JAK1	-9.703e-04	9.906e-01
JAK2	1.952e-01	1.668e-02
JAK3	7.639e-02	3.528e-01
JUN	2.754e-02	7.380e-01
KAT6A	-4.717e-02	5.665e-01
KDM5A	-1.781e-01	2.921e-02
KDM5C	-1.720e-01	3.530e-02
KDM6A	-1.956e-01	1.645e-02
KDM6B	8.770e-02	2.859e-01
KDR	-4.045e-02	6.231e-01
KEAP1	1.681e-02	8.382e-01
KEL	-1.797e-01	2.782e-02
KIF1B	7.791e-03	9.246e-01
KIT	-1.096e-02	8.941e-01
KLF4	-2.133e-01	8.770e-03
KLHL6	1.437e-01	7.928e-02
KLLN	-1.358e-01	9.746e-02
KMT2A	-7.571e-02	3.571e-01
KMT2B	1.218e-01	1.376e-01
KMT2C	-1.085e-01	1.861e-01
KMT2D	1.209e-01	1.405e-01
KRAS	-1.673e-01	4.071e-02
LAG3	1.110e-01	1.763e-01
LATS1	-1.099e-01	1.806e-01
LATS2	2.056e-02	8.028e-01
LDLR	2.369e-02	7.736e-01
LEF1	-6.515e-02	4.283e-01
LMNA	-2.953e-02	7.198e-01
LMO1	8.959e-02	2.756e-01
LRP1B	1.072e-02	8.965e-01
LYN	4.757e-02	5.632e-01
LZTR1	-2.354e-02	7.749e-01
MAD2L2	4.730e-03	9.542e-01
MAF	-1.259e-01	1.248e-01
MAFB	-1.561e-01	5.651e-02
MAGI2	1.071e-01	1.921e-01
MALT1	-1.653e-01	4.324e-02
MAP2K1	-8.798e-02	2.844e-01
MAP2K2	-9.006e-03	9.129e-01
MAP2K4	-8.559e-02	2.977e-01
MAP3K1	-1.560e-02	8.498e-01
MAP3K7	-1.107e-01	1.775e-01
MAPK1	-4.140e-02	6.150e-01
MAX	-2.127e-01	8.967e-03
MC1R	-1.356e-01	9.808e-02
MCL1	9.694e-02	2.379e-01
MDC1	-6.488e-02	4.302e-01
MDM2	-1.607e-01	4.941e-02
MDM4	3.230e-03	9.687e-01
MECOM	1.094e-01	1.827e-01
MED1	7.600e-02	3.553e-01
MED12	-1.409e-01	8.541e-02
MEF2B	-9.782e-02	2.337e-01
MEN1	9.073e-03	9.123e-01
MET	-1.686e-01	3.915e-02
MGA	2.195e-02	7.898e-01
MGMT	1.626e-01	4.683e-02
MIB1	5.931e-02	4.710e-01
MITF	-6.033e-02	4.633e-01
MKI67	-1.163e-01	1.565e-01
MLH1	-2.674e-02	7.453e-01
MLH3	1.612e-01	4.871e-02
MLLT3	-3.355e-02	6.836e-01
MPL	-2.522e-01	1.852e-03
MRE11	-9.392e-02	2.530e-01
MS4A1	-6.057e-02	4.615e-01
MSH2	-3.338e-02	6.851e-01
MSH3	4.317e-02	5.999e-01
MSH6	-4.898e-02	5.517e-01
MST1	-3.355e-02	6.836e-01
MST1R	-4.995e-02	5.438e-01
MTA1	5.070e-02	5.378e-01
MTAP	-4.511e-04	9.956e-01
MTHFR	-2.275e-02	7.823e-01
MTOR	-1.502e-01	6.658e-02
MTRR	2.323e-01	4.223e-03
MUTYH	-3.687e-02	6.542e-01
MYB	1.219e-01	1.371e-01
MYC	-6.117e-02	4.571e-01
MYCL	8.855e-02	2.812e-01
MYCN	1.506e-01	6.588e-02
MYD88	3.405e-02	6.792e-01
MYH11	-8.257e-02	3.151e-01
MYOD1	1.350e-02	8.698e-01
NBN	3.730e-02	6.504e-01
NCOA3	1.651e-01	4.346e-02
NCOR1	-5.819e-02	4.793e-01
NCOR2	2.512e-02	7.603e-01
NEGR1	-8.105e-03	9.216e-01
NF1	3.260e-02	6.920e-01
NF2	1.415e-01	8.403e-02
NFE2L2	1.087e-01	1.856e-01
NFKBIA	1.770e-01	3.026e-02
NHP2	-8.521e-02	2.998e-01
NKX2-1	1.929e-01	1.800e-02
NKX3-1	-4.025e-03	9.610e-01
NOTCH1	-6.152e-02	4.546e-01
NOTCH2	-6.570e-02	4.244e-01
NOTCH3	-5.474e-03	9.470e-01
NOTCH4	-6.564e-02	4.248e-01
NPM1	2.679e-01	9.188e-04
NQO1	1.597e-01	5.087e-02
NRAS	-1.526e-02	8.530e-01
NRG1	-8.896e-02	2.790e-01
NRIP1	-3.007e-02	7.149e-01
NSD1	-1.260e-01	1.245e-01
NSD2	1.652e-01	4.339e-02
NT5C2	6.149e-02	4.548e-01
NTHL1	-5.101e-02	5.353e-01
NTRK1	-7.151e-03	9.308e-01
NTRK2	1.593e-01	5.149e-02
NTRK3	-8.401e-02	3.067e-01
NUDT15	nan	nan
NUP93	-7.071e-03	9.316e-01
NUP98	5.756e-02	4.842e-01
P2RY8	-1.026e-01	2.116e-01
PA2G4	4.343e-02	5.977e-01
PAK1	2.072e-01	1.096e-02
PAK3	-1.283e-01	1.178e-01
PAK5	-6.398e-02	4.367e-01
PALB2	7.044e-02	3.917e-01
PALLD	-1.321e-02	8.725e-01
PARK2	-6.304e-02	4.435e-01
PARP1	1.151e-01	1.607e-01
PAX5	-2.497e-02	7.616e-01
PAX7	-4.750e-02	5.638e-01
PAX8	-5.664e-02	4.912e-01
PBRM1	-2.026e-02	8.056e-01
PCBP1	-1.014e-01	2.168e-01
PDCD1	3.396e-02	6.799e-01
PDCD1LG2	1.302e-01	1.123e-01
PDGFRA	-4.536e-02	5.815e-01
PDGFRB	9.230e-02	2.613e-01
PDK1	-1.364e-01	9.615e-02
PDPK1	1.794e-02	8.275e-01
PELP1	1.288e-01	1.161e-01
PGR	-9.115e-02	2.673e-01
PHB2	6.580e-02	4.237e-01
PHF6	-5.541e-02	5.006e-01
PHOX2B	3.727e-02	6.507e-01
PIAS4	2.279e-02	7.820e-01
PIK3C2B	-3.397e-02	6.798e-01
PIK3C2G	-6.656e-02	4.184e-01
PIK3C3	1.668e-01	4.136e-02
PIK3CA	1.093e-01	1.831e-01
PIK3CB	1.693e-01	3.830e-02
PIK3CD	-1.427e-01	8.160e-02
PIK3CG	-4.707e-02	5.673e-01
PIK3R1	-2.483e-02	7.630e-01
PIK3R2	-1.477e-01	7.131e-02
PIK3R3	3.657e-02	6.569e-01
PIM1	4.727e-02	5.657e-01
PLCG2	-1.146e-01	1.625e-01
PLK2	1.016e-02	9.018e-01
PML	-7.342e-02	3.719e-01
PMS1	-1.156e-01	1.591e-01
PMS2	-2.095e-01	1.008e-02
PNRC1	9.953e-02	2.256e-01
POLD1	3.188e-02	6.985e-01
POLE	-6.807e-03	9.341e-01
POLH	-2.133e-02	7.956e-01
POT1	1.430e-01	8.086e-02
POU2F2	-1.214e-01	1.390e-01
PPP1CA	3.143e-01	8.958e-05
PPP1CB	6.976e-02	3.963e-01
PPP1CC	-3.322e-02	6.865e-01
PPP1R15A	-5.865e-02	4.759e-01
PPP2CA	1.640e-01	4.493e-02
PPP2CB	-1.649e-01	4.372e-02
PPP2R1A	1.766e-03	9.829e-01
PPP2R1B	-1.275e-01	1.201e-01
PPP2R2A	2.797e-01	5.281e-04
PPP6C	2.838e-03	9.725e-01
PRAME	2.489e-02	7.624e-01
PRCC	-1.276e-01	1.196e-01
PRDM1	3.614e-02	6.606e-01
PREX2	-8.376e-02	3.082e-01
PRF1	-4.074e-02	6.206e-01
PRKAR1A	-8.247e-02	3.157e-01
PRKCI	-7.426e-02	3.664e-01
PRKCZ	-5.204e-02	5.271e-01
PRKDC	-2.407e-02	7.700e-01
PRPF40B	-5.512e-02	5.029e-01
PRSS1	3.042e-01	1.536e-04
PRSS2	3.137e-01	9.284e-05
PRSS8	3.079e-03	9.702e-01
PTCH1	-1.101e-02	8.936e-01
PTCH2	-2.515e-02	7.600e-01
PTEN	1.815e-01	2.621e-02
PTK2	-3.845e-02	6.404e-01
PTPN11	4.460e-02	5.878e-01
PTPN13	-2.307e-02	7.793e-01
PTPN22	1.393e-01	8.921e-02
PTPRD	-1.613e-01	4.856e-02
QKI	-1.783e-01	2.902e-02
RAB35	-9.973e-02	2.246e-01
RAC1	-1.802e-01	2.734e-02
RAD21	4.473e-02	5.868e-01
RAD50	6.525e-02	4.276e-01
RAD51	nan	nan
RAD51B	-1.115e-01	1.744e-01
RAD51C	6.491e-02	4.300e-01
RAD51D	-6.324e-02	4.420e-01
RAD52	2.674e-02	7.453e-01
RAD54L	-1.487e-01	6.934e-02
RAF1	4.632e-02	5.735e-01
RANBP2	1.929e-02	8.148e-01
RARA	-3.690e-03	9.643e-01
RASA1	-4.207e-02	6.092e-01
RB1	1.393e-01	8.905e-02
RBL1	-6.021e-02	4.643e-01
RBL2	1.525e-02	8.530e-01
RBM10	2.139e-01	8.569e-03
RECQL4	7.815e-03	9.244e-01
REL	7.315e-02	3.737e-01
RET	5.020e-03	9.514e-01
RHOA	-2.101e-02	7.986e-01
RHPN2	2.940e-02	7.209e-01
RICTOR	-9.542e-02	2.454e-01
RINT1	-1.558e-01	5.699e-02
RIT1	8.638e-02	2.932e-01
RNF139	-1.773e-02	8.295e-01
RNF43	-5.305e-02	5.191e-01
ROS1	2.078e-02	8.008e-01
RPL5	6.712e-02	4.145e-01
RPS15	2.014e-02	8.068e-01
RPS6KA4	3.418e-02	6.780e-01
RPS6KB1	1.178e-01	1.510e-01
RPS6KB2	2.320e-01	4.276e-03
RPTOR	-7.236e-02	3.788e-01
RSF1	-1.331e-01	1.043e-01
RUNX1	-6.962e-02	3.972e-01
RUNX1T1	7.189e-02	3.820e-01
RXRA	1.930e-02	8.147e-01
SCG5	-6.861e-03	9.336e-01
SDHA	-2.637e-01	1.114e-03
SDHAF2	-8.364e-02	3.089e-01
SDHB	1.628e-03	9.842e-01
SDHC	-8.829e-02	2.826e-01
SDHD	1.142e-01	1.640e-01
SEC23B	2.706e-03	9.738e-01
SEMA3C	2.644e-01	1.075e-03
SETBP1	1.139e-01	1.652e-01
SETD2	8.884e-02	2.796e-01
SF1	1.396e-01	8.840e-02
SF3B1	1.108e-01	1.770e-01
SGK1	1.427e-01	8.157e-02
SH2B3	-5.261e-02	5.226e-01
SH2D1A	1.296e-02	8.750e-01
SHQ1	9.153e-02	2.653e-01
SKP1	-2.106e-01	9.686e-03
SLC26A3	-1.949e-01	1.683e-02
SLC47A2	3.156e-03	9.694e-01
SLIT2	9.458e-02	2.496e-01
SLX4	-9.119e-03	9.118e-01
SMAD2	-4.989e-03	9.517e-01
SMAD3	-5.270e-02	5.219e-01
SMAD4	-7.604e-02	3.551e-01
SMARCA1	-4.624e-02	5.742e-01
SMARCA4	-1.974e-02	8.105e-01
SMARCB1	1.068e-01	1.932e-01
SMARCE1	2.157e-02	7.934e-01
SMC1A	-2.078e-01	1.071e-02
SMC3	2.800e-02	7.337e-01
SMO	-2.833e-01	4.422e-04
SNCAIP	-1.855e-01	2.302e-02
SOCS1	-2.562e-01	1.552e-03
SOD2	-1.879e-01	2.128e-02
SOX10	-6.336e-02	4.411e-01
SOX17	1.216e-01	1.383e-01
SOX2	1.603e-01	5.009e-02
SOX9	-1.248e-01	1.282e-01
SPEN	1.076e-01	1.899e-01
SPINK1	-1.854e-01	2.312e-02
SPOP	9.239e-03	9.107e-01
SPRED1	-3.354e-02	6.837e-01
SPTA1	1.140e-03	9.890e-01
SQSTM1	2.124e-01	9.082e-03
SRC	1.503e-01	6.641e-02
SRSF2	-7.696e-02	3.492e-01
STAG1	4.724e-02	5.659e-01
STAG2	-1.057e-01	1.981e-01
STAT3	-1.607e-01	4.954e-02
STAT4	1.470e-01	7.267e-02
STAT5A	2.933e-02	7.216e-01
STAT5B	-6.716e-02	4.141e-01
STAT6	7.287e-02	3.755e-01
STK11	1.134e-01	1.669e-01
SUFU	-8.505e-02	3.007e-01
SUZ12	9.826e-02	2.316e-01
SYK	1.871e-01	2.188e-02
TAF1	-2.062e-01	1.136e-02
TANC1	-1.491e-01	6.863e-02
TAP1	2.732e-02	7.400e-01
TAP2	-4.081e-02	6.200e-01
TBC1D12	1.020e-01	2.141e-01
TBL1XR1	-1.499e-01	6.705e-02
TBX3	9.166e-02	2.646e-01
TCF3	1.383e-01	9.155e-02
TCF7L2	-4.745e-02	5.642e-01
TCL1A	5.522e-02	5.021e-01
TERT	-2.903e-01	3.141e-04
TET1	3.165e-02	7.006e-01
TET2	4.184e-02	6.112e-01
TFDP1	1.785e-02	8.284e-01
TFF1	-9.463e-02	2.494e-01
TGFBR1	5.797e-02	4.811e-01
TGFBR2	7.136e-02	3.855e-01
TIGIT	3.671e-03	9.644e-01
TLR4	3.093e-02	7.072e-01
TMEM127	2.194e-01	6.985e-03
TMEM173	-5.203e-02	5.272e-01
TMPRSS2	5.367e-02	5.142e-01
TNF	1.079e-01	1.886e-01
TNFAIP3	-1.667e-01	4.142e-02
TNFRSF14	3.681e-02	6.547e-01
TNFRSF17	2.064e-01	1.127e-02
TNFRSF9	9.208e-02	2.624e-01
TOP1	-5.414e-02	5.106e-01
TOP2A	5.777e-03	9.441e-01
TP53	-5.247e-02	5.237e-01
TP63	-1.779e-01	2.943e-02
TPM1	1.318e-01	1.079e-01
TPMT	8.752e-02	2.869e-01
TPRX1	-9.518e-02	2.466e-01
TRAF2	5.893e-02	4.738e-01
TRAF3	1.197e-01	1.445e-01
TRAF7	6.218e-02	4.497e-01
TSC1	1.179e-01	1.509e-01
TSC2	8.802e-02	2.842e-01
TSHR	-1.766e-01	3.062e-02
TUSC3	-2.017e-01	1.330e-02
TYMS	5.811e-02	4.800e-01
U2AF1	1.098e-01	1.809e-01
UBE2T	-3.161e-02	7.010e-01
UMPS	5.369e-03	9.480e-01
UPF1	6.126e-02	4.564e-01
VEGFA	1.373e-01	9.376e-02
VHL	-2.704e-01	8.173e-04
VSIR	nan	nan
WEE1	-2.889e-02	7.257e-01
WISP3	-1.155e-02	8.885e-01
WNT7A	1.924e-01	1.834e-02
WRN	-7.071e-02	3.899e-01
WT1	6.757e-02	4.113e-01
XPA	1.157e-02	8.883e-01
XPC	3.825e-02	6.421e-01
XPO1	4.533e-02	5.817e-01
XRCC1	1.079e-01	1.888e-01
XRCC2	1.988e-01	1.473e-02
XRCC3	-1.201e-01	1.431e-01
YAP1	-2.149e-01	8.272e-03
YEATS4	6.836e-02	4.059e-01
ZBTB2	1.172e-01	1.533e-01
ZFHX3	2.739e-02	7.393e-01
ZNF217	8.895e-02	2.791e-01
ZNF471	4.720e-02	5.662e-01
ZNF620	-1.917e-01	1.875e-02
ZNF703	-2.274e-02	7.823e-01
ZNF750	-1.661e-02	8.401e-01
ZNRF3	8.953e-02	2.759e-01
ZRSR2	1.328e-01	1.052e-01
ABCB1	-3.573e-02	7.214e-01
ABCC3	1.926e-01	5.249e-02
ABL1	-1.933e-01	5.158e-02
ABL2	-2.890e-02	7.731e-01
ACTA2	4.729e-02	6.369e-01
ACVR1B	-2.121e-01	3.232e-02
ADGRA2	7.111e-02	4.776e-01
AJUBA	-1.567e-01	1.158e-01
AKT1	7.944e-02	4.274e-01
AKT2	-1.662e-01	9.509e-02
AKT3	-1.346e-02	8.932e-01
ALK	4.248e-02	6.716e-01
ALOX12B	-4.565e-02	6.487e-01
AMER1	-5.601e-03	9.554e-01
ANKRD11	1.611e-02	8.723e-01
APC	-8.556e-02	3.926e-01
APOB	-2.606e-02	7.949e-01
AR	-1.205e-01	2.277e-01
ARAF	1.948e-01	4.979e-02
ARFRP1	-4.088e-01	1.993e-05
ARHGAP26	9.949e-02	3.198e-01
ARHGAP35	-1.356e-01	1.741e-01
ARID1A	1.862e-02	8.526e-01
ARID1B	2.584e-02	7.966e-01
ARID2	6.662e-02	5.059e-01
ARID5B	7.521e-02	4.525e-01
ASNS	1.512e-01	1.294e-01
ASXL1	9.316e-02	3.517e-01
ASXL2	-6.585e-04	9.948e-01
ATIC	8.620e-02	3.890e-01
ATM	1.798e-02	8.576e-01
ATP7B	7.441e-02	4.573e-01
ATR	6.757e-02	4.998e-01
ATRX	-2.403e-01	1.496e-02
AURKA	3.708e-01	1.246e-04
AURKB	2.873e-02	7.744e-01
AXIN1	1.217e-01	2.230e-01
AXIN2	-8.361e-02	4.035e-01
AXL	3.556e-02	7.227e-01
B2M	1.571e-01	1.147e-01
BAP1	-2.070e-01	3.686e-02
BARD1	2.112e-02	8.332e-01
BCAR1	-4.668e-02	6.413e-01
BCL10	-1.449e-01	1.463e-01
BCL11B	5.581e-02	5.774e-01
BCL2	2.159e-01	2.930e-02
BCL2L1	-1.551e-01	1.195e-01
BCL2L11	-2.493e-01	1.151e-02
BCL2L12	-1.261e-01	2.066e-01
BCL2L2	1.707e-01	8.635e-02
BCL6	1.457e-02	8.844e-01
BCL7A	nan	nan
BCLAF1	-1.474e-01	1.394e-01
BCOR	-3.109e-01	1.468e-03
BCORL1	2.483e-01	1.185e-02
BCR	4.344e-02	6.647e-01
BIRC3	1.318e-01	1.865e-01
BLM	2.061e-01	3.767e-02
BMPR1A	-1.402e-01	1.597e-01
BRAF	1.321e-01	1.857e-01
BRCA1	-3.678e-02	7.136e-01
BRCA2	1.964e-02	8.447e-01
BRD4	-2.497e-02	8.033e-01
BRIP1	-1.581e-01	1.126e-01
BTG1	-3.864e-03	9.693e-01
BTK	-1.844e-01	6.359e-02
BUB1B	-1.064e-01	2.874e-01
C11orf65	1.999e-01	4.397e-02
C3orf70	-1.179e-01	2.378e-01
C8orf34	1.070e-01	2.845e-01
CADM2	-5.482e-02	5.842e-01
CALR	6.726e-03	9.465e-01
CARD11	-2.956e-01	2.555e-03
CASP8	-3.197e-02	7.498e-01
CASR	4.050e-02	6.861e-01
CBFB	1.381e-01	1.663e-01
CBL	1.429e-01	1.520e-01
CBLB	-1.570e-01	1.151e-01
CBLC	-9.705e-02	3.319e-01
CBR3	-9.632e-02	3.356e-01
CCDC6	-1.581e-01	1.125e-01
CCND1	1.390e-01	1.636e-01
CCND2	2.572e-01	9.068e-03
CCND3	2.422e-01	1.418e-02
CCNE1	9.127e-02	3.616e-01
CCNE2	1.209e-02	9.040e-01
CD19	-2.616e-02	7.941e-01
CD22	-2.516e-01	1.075e-02
CD274	1.419e-04	9.989e-01
CD276	7.718e-03	9.386e-01
CD40	3.753e-01	1.018e-04
CD70	nan	nan
CD79A	-1.081e-01	2.796e-01
CD79B	2.096e-01	3.446e-02
CDC25A	3.362e-02	7.373e-01
CDC73	9.706e-03	9.229e-01
CDH1	1.738e-01	8.055e-02
CDH2	-5.993e-02	5.496e-01
CDK12	-7.755e-02	4.385e-01
CDK4	1.433e-01	1.507e-01
CDK5	1.436e-01	1.498e-01
CDK6	1.866e-01	6.044e-02
CDK8	1.849e-01	6.279e-02
CDKN1A	-9.851e-02	3.246e-01
CDKN1B	1.778e-01	7.381e-02
CDKN1C	-5.043e-02	6.147e-01
CDKN2A	-1.802e-01	6.991e-02
CDKN2B	-1.821e-01	6.704e-02
CDKN2C	-4.136e-02	6.798e-01
CEBPA	-1.059e-01	2.893e-01
CEP57	-7.450e-02	4.568e-01
CFTR	1.766e-01	7.585e-02
CHD2	1.013e-01	3.112e-01
CHD4	2.279e-02	8.201e-01
CHEK1	2.781e-02	7.814e-01
CHEK2	1.163e-01	2.445e-01
CIC	2.599e-01	8.337e-03
CIITA	-2.137e-01	3.104e-02
CKS1B	5.256e-02	5.998e-01
CREBBP	-2.896e-01	3.151e-03
CRKL	1.775e-02	8.594e-01
CRLF2	-1.179e-01	2.380e-01
CSF1R	1.585e-01	1.116e-01
CSF3R	8.749e-02	3.819e-01
CTC1	-3.160e-02	7.526e-01
CTCF	-1.604e-01	1.073e-01
CTLA4	nan	nan
CTNNA1	-1.203e-01	2.285e-01
CTNNB1	-2.109e-01	3.333e-02
CTRC	-1.707e-01	8.635e-02
CUL3	-5.164e-02	6.062e-01
CUX1	5.992e-02	5.497e-01
CXCR4	1.301e-01	1.924e-01
CYLD	6.264e-02	5.317e-01
CYP1B1	-2.266e-02	8.211e-01
CYP2D6	3.501e-02	7.268e-01
CYP3A5	-1.901e-01	5.562e-02
DAXX	-7.836e-02	4.337e-01
DDB2	1.595e-03	9.873e-01
DDR2	1.165e-01	2.438e-01
DDX3X	-1.718e-01	8.422e-02
DICER1	1.131e-02	9.102e-01
DIS3	1.865e-01	6.052e-02
DIS3L2	2.503e-01	1.118e-02
DKC1	-1.674e-01	9.255e-02
DMD	-8.473e-02	3.972e-01
DNM2	1.722e-01	8.343e-02
DNMT1	8.543e-02	3.933e-01
DNMT3A	-3.088e-02	7.580e-01
DNMT3B	2.005e-01	4.328e-02
DOT1L	-1.235e-02	9.020e-01
DPYD	4.468e-02	6.557e-01
DYNC2H1	-7.787e-02	4.366e-01
E2F1	-3.965e-01	3.690e-05
E2F2	2.402e-01	1.504e-02
E2F3	1.666e-02	8.680e-01
E2F4	1.121e-01	2.618e-01
E2F5	1.211e-01	2.253e-01
E2F6	-1.200e-01	2.297e-01
EBF1	-2.725e-02	7.857e-01
ECT2L	2.463e-02	8.059e-01
EED	-1.515e-01	1.286e-01
EGF	2.956e-03	9.765e-01
EGFL7	1.225e-01	2.201e-01
EGFR	1.012e-02	9.196e-01
EGLN1	1.029e-01	3.032e-01
ELF3	-3.278e-02	7.436e-01
ELOC	-4.704e-02	6.387e-01
EMSY	1.543e-01	1.216e-01
ENG	1.489e-01	1.353e-01
EP300	-4.212e-02	6.743e-01
EPCAM	-1.274e-02	8.989e-01
EPHA2	-1.304e-02	8.965e-01
EPHA3	-2.031e-01	4.063e-02
EPHA5	1.033e-01	3.013e-01
EPHA7	-1.122e-01	2.616e-01
EPHB1	1.544e-02	8.776e-01
EPHB2	1.304e-01	1.915e-01
EPOR	5.707e-02	5.689e-01
ERBB2	1.631e-01	1.015e-01
ERBB3	4.901e-02	6.247e-01
ERBB4	1.072e-01	2.836e-01
ERCC1	9.273e-04	9.926e-01
ERCC2	2.244e-01	2.340e-02
ERCC3	-2.625e-02	7.934e-01
ERCC4	1.969e-01	4.727e-02
ERCC5	-8.258e-03	9.343e-01
ERCC6	4.748e-02	6.356e-01
ERG	2.972e-02	7.668e-01
ERRFI1	-1.067e-01	2.856e-01
ESR1	-9.707e-02	3.317e-01
ESR2	-2.539e-01	1.003e-02
ETS1	-7.728e-02	4.401e-01
ETS2	-1.200e-01	2.297e-01
ETV1	1.101e-01	2.705e-01
ETV4	1.752e-01	7.818e-02
ETV5	1.160e-01	2.458e-01
ETV6	-1.691e-01	8.929e-02
EWSR1	3.392e-02	7.351e-01
EXT2	-3.195e-02	7.499e-01
EZH2	1.601e-01	1.079e-01
FAM46C	1.012e-01	3.115e-01
FANCA	-2.079e-01	3.602e-02
FANCB	2.288e-01	2.071e-02
FANCC	-1.330e-01	1.828e-01
FANCD2	-1.399e-01	1.608e-01
FANCE	-5.717e-02	5.682e-01
FANCF	1.853e-02	8.534e-01
FANCG	-1.971e-01	4.703e-02
FANCI	5.666e-02	5.716e-01
FANCL	8.451e-02	3.984e-01
FANCM	-9.407e-02	3.470e-01
FAS	-1.175e-01	2.396e-01
FAT1	-2.163e-02	8.292e-01
FBXO11	-1.479e-02	8.827e-01
FBXW7	-4.610e-03	9.633e-01
FCGR2A	4.443e-02	6.575e-01
FCGR3A	6.123e-02	5.410e-01
FDPS	-1.074e-01	2.828e-01
FGF1	-8.868e-03	9.295e-01
FGF10	1.919e-01	5.328e-02
FGF14	-8.508e-02	3.952e-01
FGF19	-1.975e-01	4.658e-02
FGF2	nan	nan
FGF23	2.246e-01	2.324e-02
FGF3	-1.206e-01	2.272e-01
FGF4	-1.778e-01	7.380e-02
FGF5	1.031e-01	3.026e-01
FGF6	-2.572e-01	9.068e-03
FGF7	6.866e-02	4.929e-01
FGF8	1.369e-01	1.701e-01
FGF9	4.900e-02	6.248e-01
FGFR1	8.370e-02	4.029e-01
FGFR2	-1.697e-02	8.656e-01
FGFR3	-1.330e-01	1.826e-01
FGFR4	-1.872e-01	5.950e-02
FH	6.008e-02	5.486e-01
FHIT	1.430e-01	1.516e-01
FLCN	7.688e-02	4.425e-01
FLG	-7.520e-02	4.526e-01
FLT1	3.754e-02	7.080e-01
FLT3	-3.316e-02	7.408e-01
FLT4	-1.231e-01	2.176e-01
FNTB	-2.602e-01	8.265e-03
FOXA1	-1.124e-01	2.608e-01
FOXL2	1.369e-01	1.701e-01
FOXO1	2.266e-02	8.211e-01
FOXO3	1.052e-01	2.925e-01
FOXP1	-2.076e-01	3.632e-02
FOXQ1	-5.311e-02	5.960e-01
FRS2	-6.516e-02	5.153e-01
FUBP1	3.867e-02	6.996e-01
FUS	-1.268e-02	8.994e-01
FYN	1.877e-01	5.885e-02
G6PD	2.032e-01	4.049e-02
GABRA6	-5.093e-02	6.112e-01
GALNT12	-5.884e-02	5.569e-01
GATA1	1.706e-01	8.642e-02
GATA2	-6.898e-03	9.451e-01
GATA3	-5.153e-02	6.070e-01
GATA4	-1.324e-01	1.846e-01
GATA6	-2.101e-02	8.340e-01
GEN1	7.444e-02	4.572e-01
GID4	-1.083e-01	2.787e-01
GLI1	7.463e-02	4.560e-01
GLI2	1.039e-01	2.988e-01
GLI3	9.562e-02	3.391e-01
GNA11	nan	nan
GNA13	1.371e-01	1.693e-01
GNAQ	-5.217e-02	6.025e-01
GNAS	-3.362e-01	5.506e-04
GPC3	2.261e-01	2.228e-02
GPER1	3.435e-01	4.081e-04
GPS2	1.990e-01	4.490e-02
GREM1	-1.504e-01	1.314e-01
GRIN2A	-5.641e-02	5.733e-01
GRM3	-2.610e-01	8.049e-03
GSK3B	1.225e-01	2.201e-01
